Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
52,80,RM,115,13980,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234,TA,TA,CBlock,TA,TA,No,BLQ,420,Unf,0,410,830,GasA,Fa,Y,SBrkr,1670,920,0,2590,0,0,3,0,5,1,TA,9,Typ,1,Gd,Attchd,1963,Unf,2,658,TA,TA,Y,0,110,0,0,0,0,,,,0,4,2007,WD ,Normal,234000
53,90,RL,76,6390,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,,0,TA,TA,PConc,,,,,0,,0,0,0,GasA,TA,N,FuseP,1300,0,0,1300,0,0,2,0,2,2,Fa,6,Typ,0,,,,,0,0,,,N,0,0,0,0,0,0,,,,0,6,2008,WD ,AdjLand,105000
54,60,RL,64,11430,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,730,730,GasA,Ex,Y,SBrkr,790,790,0,1580,0,1,2,0,4,1,Gd,7,Typ,0,,Detchd,1939,Unf,2,720,TA,TA,Y,187,0,128,0,0,0,,,,0,8,2009,WD ,Normal,177000
55,120,RL,27,4680,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,790,Unf,0,0,790,GasA,TA,Y,SBrkr,910,0,0,910,1,0,1,0,1,1,Gd,3,Typ,1,TA,Detchd,1980,Fin,2,484,TA,TA,Y,133,42,0,0,0,0,,,,0,6,2010,WD ,Normal,183000
56,80,RL,62,11410,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,HdBoard,HdBoard,,0,Gd,TA,PConc,Gd,TA,No,GLQ,510,ALQ,320,350,1180,GasA,Gd,Y,SBrkr,1200,0,0,1200,1,0,1,1,1,1,Gd,4,Typ,0,,Attchd,1990,Unf,2,462,TA,TA,Y,114,36,0,0,0,0,,,,0,7,2009,WD ,Normal,191000
57,60,RL,51,10220,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,GasA,Ex,Y,SBrkr,1100,800,0,1900,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1999,RFn,2,460,TA,TA,Y,460,42,0,0,0,0,,,,0,5,2007,WD ,Normal,215000
58,20,RL,,17650,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1800,1800,GasA,TA,Y,SBrkr,1890,0,0,1890,0,0,2,1,2,1,TA,6,Typ,1,TA,Attchd,1981,RFn,2,511,TA,TA,Y,574,64,0,0,0,0,,,,0,1,2006,WD ,Normal,261000
59,60,RL,81,8150,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,820,820,GasA,TA,Y,SBrkr,1190,910,0,2100,0,0,1,1,4,1,TA,7,Typ,1,TA,Attchd,1966,Unf,2,442,TA,TA,Y,0,124,216,0,0,0,,,,0,6,2010,WD ,Normal,183000
60,70,RL,69,12690,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,,0,TA,TA,CBlock,TA,TA,No,LwQ,360,Unf,0,430,790,GasA,Fa,Y,FuseA,980,940,0,1920,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD ,Normal,219000
61,20,RL,53,13840,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1230,1230,GasA,Ex,Y,SBrkr,1290,0,0,1290,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,2005,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2006,WD ,Abnorml,170000
62,20,RL,79,18850,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,530,530,GasA,TA,N,SBrkr,1400,0,0,1400,0,0,1,0,2,1,TA,4,Mod,0,,Attchd,1946,Unf,1,336,TA,TA,N,0,0,0,0,0,0,,,,0,7,2007,WD ,Normal,135000
63,60,RL,102,14340,Pave,,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130,Gd,TA,PConc,Ex,TA,Gd,GLQ,40,Unf,0,1240,1280,GasA,Ex,Y,SBrkr,1320,1490,0,2810,0,0,3,1,5,1,Ex,9,Typ,1,Gd,BuiltIn,2005,Fin,3,683,TA,TA,Y,192,32,0,0,0,0,,,,0,7,2008,WD ,Normal,396000
64,85,RL,52,7670,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,,0,TA,Gd,CBlock,Gd,TA,Av,ALQ,670,Unf,0,180,850,GasA,Ex,Y,SBrkr,890,0,0,890,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1987,Unf,2,624,TA,TA,Y,104,0,0,0,0,0,,,,0,4,2007,WD ,Normal,156000
65,120,RL,52,4100,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,1978,1978,Gable,CompShg,Wd Sdng,Plywood,,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,710,Rec,580,70,1360,GasA,TA,Y,SBrkr,1380,0,0,1380,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978,Fin,2,484,TA,TA,Y,133,60,0,0,0,0,,,,0,7,2006,WD ,Normal,199000
66,70,RM,,6030,Pave,,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,,0,TA,TA,BrkTil,TA,TA,No,Rec,370,Unf,0,370,740,GasA,Gd,N,FuseA,790,790,0,1580,1,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1979,Unf,2,456,TA,TA,Y,0,0,70,0,0,0,,GdPrv,,0,9,2007,WD ,Normal,167000
67,20,RL,,11380,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,634,Gd,TA,PConc,Gd,TA,Av,BLQ,270,GLQ,1630,300,2200,GasA,Ex,Y,SBrkr,2270,0,0,2270,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,1994,Fin,3,815,TA,TA,Y,182,56,0,0,0,0,,,,0,6,2009,WD ,Normal,354000
68,20,RL,76,11040,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1958,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,CBlock,TA,TA,No,Rec,840,Unf,0,370,1210,GasA,Gd,Y,SBrkr,1250,0,0,1250,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1956,RFn,1,384,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD ,Normal,160000
69,20,RL,73,9740,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,,0,TA,TA,CBlock,TA,TA,No,Rec,960,Unf,0,280,1240,GasA,TA,Y,SBrkr,1280,0,0,1280,1,0,1,0,3,1,TA,5,Typ,1,Gd,Attchd,1965,RFn,1,384,TA,TA,Y,426,0,0,0,0,0,,,,0,7,2008,WD ,Normal,167000
70,20,RL,70,9320,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202,TA,TA,CBlock,TA,TA,No,BLQ,710,Unf,0,570,1280,GasA,Ex,Y,SBrkr,1350,0,0,1350,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,1966,RFn,2,440,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,10,2007,CWD,Normal,192000
71,20,RL,94,11580,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242,Ex,TA,PConc,Ex,TA,Gd,GLQ,1100,Unf,0,580,1680,GasA,Ex,Y,SBrkr,1860,0,0,1860,1,0,1,1,1,1,Ex,8,Typ,1,Gd,Attchd,2009,Fin,3,1138,TA,TA,Y,185,24,0,0,0,0,,,,0,7,2009,New,Partial,363000
72,20,RL,71,8150,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1340,1340,GasA,Ex,Y,SBrkr,1410,0,0,1410,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007,RFn,2,462,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2007,New,Partial,203000
73,20,RL,77,8680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506,Gd,TA,PConc,Gd,TA,No,GLQ,1280,Unf,0,330,1610,GasA,Ex,Y,SBrkr,1650,0,0,1650,1,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003,RFn,2,620,TA,TA,Y,252,73,0,0,0,0,,MnPrv,Shed,300,2,2010,WD ,Normal,246000
74,70,RL,66,9570,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1941,2006,Gable,CompShg,CemntBd,CmentBd,,0,Ex,Gd,Stone,TA,Gd,No,GLQ,310,Unf,0,950,1260,GasA,Ex,Y,SBrkr,1340,1300,0,2640,0,0,2,0,4,1,Gd,9,Typ,2,Gd,Attchd,1941,RFn,1,252,TA,TA,Y,0,60,0,0,0,0,,GdPrv,Shed,2500,5,2010,WD ,Normal,302000
75,20,RL,85,10940,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183,Gd,TA,PConc,Gd,TA,Gd,GLQ,740,Unf,0,880,1620,GasA,Ex,Y,SBrkr,1670,0,0,1670,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999,RFn,2,577,TA,TA,Y,144,29,0,0,0,0,,,,0,6,2009,WD ,Normal,236000
76,20,RM,44,10410,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,PConc,TA,TA,No,GLQ,120,Unf,0,120,240,GasA,Gd,N,SBrkr,1280,0,0,1280,1,0,1,0,3,1,TA,7,Typ,0,,Detchd,2008,Unf,1,308,TA,TA,Y,0,175,0,0,0,0,,,,0,12,2008,WD ,Abnorml,170000
77,160,RM,27,1780,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,359,TA,TA,CBlock,TA,TA,No,LwQ,500,Unf,0,50,550,GasA,TA,Y,SBrkr,580,610,0,1190,0,1,1,1,2,1,TA,5,Typ,0,,Detchd,1973,Unf,1,264,TA,TA,Y,52,0,0,0,0,0,,,,0,2,2008,WD ,Normal,128000
78,20,RL,72,17240,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1510,1510,GasA,Ex,Y,SBrkr,1600,0,0,1600,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2001,RFn,2,605,TA,TA,Y,0,33,0,0,0,0,,,,0,6,2009,WD ,Normal,217000
79,50,RM,69,9720,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2005,Gable,CompShg,WdShing,Wd Shng,,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,Y,SBrkr,1080,470,0,1550,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1948,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD ,Normal,149000
80,70,RM,62,6520,Pave,,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0,Unf,0,670,670,GasA,Ex,Y,SBrkr,870,720,0,1590,0,0,2,0,3,1,TA,6,Typ,0,,Detchd,1920,Fin,2,502,TA,Fa,Y,0,0,84,0,0,0,,,,0,6,2008,WD ,Normal,154000
81,60,FV,80,11230,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,121,Gd,TA,PConc,Ex,Gd,No,GLQ,740,Unf,0,250,990,GasA,Ex,Y,SBrkr,1040,1020,0,2060,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006,Fin,3,782,TA,TA,Y,168,45,0,0,0,0,,,,0,7,2009,WD ,Normal,306000
82,20,RL,72,10490,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1470,1470,GasA,Ex,Y,SBrkr,1530,0,0,1530,0,0,2,0,3,1,Gd,5,Typ,0,,Attchd,2007,Unf,2,605,TA,TA,Y,0,203,0,0,0,0,,,,0,9,2007,New,Partial,245000
83,50,RL,65,13820,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,900,900,GasA,Gd,Y,SBrkr,1190,920,0,2110,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1922,Unf,2,370,TA,TA,N,0,0,0,0,220,0,,,,0,6,2008,WD ,Normal,239000
84,190,RM,70,10710,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1000,1000,GasA,TA,N,FuseF,1100,1060,0,2160,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,1960,Unf,1,308,TA,TA,N,0,0,264,0,0,0,,MnPrv,,0,1,2007,WD ,Normal,148000
85,60,RL,157,13330,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,800,800,GasA,Ex,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,390,TA,TA,Y,36,24,0,0,0,0,,,,0,6,2009,WD ,Normal,204000
86,20,RM,99,6290,Pave,,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1946,1950,Gable,CompShg,MetalSd,CBlock,,0,TA,TA,PConc,,,,,,,,,,GasA,TA,Y,FuseA,1030,0,0,1030,,,1,0,2,1,TA,4,Typ,0,,Detchd,1946,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,4,2008,ConLD,Abnorml,102000
87,120,RL,42,3190,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145,Gd,TA,PConc,Gd,TA,Gd,GLQ,40,Unf,0,1440,1480,GasA,Ex,Y,SBrkr,1680,0,0,1680,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,440,TA,TA,Y,142,20,0,0,0,0,,,,0,4,2006,WD ,Normal,246000
88,20,RM,63,13450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,,0,TA,TA,PConc,,,,,0,,0,0,0,GasA,Gd,Y,FuseA,1010,0,0,1010,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1956,Unf,1,308,TA,TA,Y,0,45,0,0,0,0,,,,0,12,2008,WD ,Normal,121000
89,30,RL,65,5720,Pave,,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1150,1150,GasA,Ex,Y,SBrkr,1220,0,0,1220,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1968,Unf,1,326,TA,TA,Y,0,0,112,0,0,0,,,,0,12,2006,WD ,Abnorml,134000
90,20,RL,76,10500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110,TA,TA,CBlock,TA,TA,No,Rec,390,LwQ,330,460,1180,GasA,TA,Y,SBrkr,1200,0,0,1200,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1954,RFn,1,280,TA,TA,Y,0,0,164,0,0,0,,MnPrv,,0,2,2010,WD ,Normal,154000
91,20,RL,90,21460,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Gable,CompShg,Plywood,Plywood,,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,650,Unf,0,1000,1650,GasA,TA,Y,SBrkr,1700,0,0,1700,1,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1979,Fin,2,478,TA,TA,Y,140,0,0,0,0,0,,,,0,4,2008,WD ,Normal,279000
92,70,RM,72,10160,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,,0,TA,Ex,BrkTil,TA,TA,No,Rec,170,Unf,0,600,770,GasA,Ex,Y,SBrkr,800,800,0,1600,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1928,Unf,2,360,TA,TA,N,0,0,116,0,0,0,,,,0,10,2008,WD ,Normal,190000
93,60,RL,81,16520,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,7,1950,1963,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,405,TA,Gd,CBlock,Gd,TA,No,GLQ,820,Unf,0,450,1270,GasA,Gd,Y,SBrkr,1430,1180,0,2610,1,0,2,0,4,1,TA,9,Typ,3,Gd,Attchd,1950,Fin,1,342,TA,TA,Y,0,0,0,0,192,0,,,,0,7,2006,WD ,Normal,292000
94,70,RL,,25510,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,1110,1110,GasA,Ex,Y,SBrkr,1360,1350,0,2710,0,0,2,0,4,1,TA,10,Typ,2,TA,Attchd,1940,Unf,1,349,TA,TA,Y,56,0,318,0,0,0,,,,0,6,2010,COD,Normal,279000
95,60,RL,56,9450,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,950,950,GasA,Ex,Y,SBrkr,1010,970,0,1980,0,0,2,1,3,1,Gd,8,Typ,0,,Attchd,1998,Fin,2,527,TA,TA,Y,120,155,0,0,0,0,,,,0,7,2008,WD ,Normal,218000
96,70,RL,69,10040,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224,TA,TA,CBlock,TA,TA,No,LwQ,430,Unf,0,380,810,GasA,Ex,Y,SBrkr,1020,880,0,1900,0,0,1,1,3,1,Gd,7,Typ,2,Gd,Attchd,1942,Unf,1,312,TA,TA,Y,168,0,0,0,0,0,,,,0,6,2007,WD ,Normal,174000
97,120,RL,43,4860,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108,Gd,TA,PConc,Gd,Gd,Mn,GLQ,50,Unf,0,1640,1690,GasA,Ex,Y,SBrkr,1730,0,0,1730,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,627,TA,TA,Y,156,73,0,0,0,0,,,,0,5,2007,CWD,Normal,241000
98,60,RL,,56230,Pave,,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1060,Unf,0,650,1710,GasA,Ex,Y,SBrkr,1220,1000,0,2220,1,0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,1992,Fin,2,501,TA,TA,Y,216,231,0,0,0,0,,,,0,6,2007,WD ,Normal,274000
99,20,FV,63,7940,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,880,1330,GasA,Ex,Y,SBrkr,1370,0,0,1370,1,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2004,RFn,2,400,TA,TA,Y,0,113,0,0,0,0,,,,0,10,2009,WD ,Normal,215000
100,20,FV,103,12520,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1800,1800,GasA,Ex,Y,SBrkr,1870,0,0,1870,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006,Fin,3,658,TA,TA,Y,112,63,0,0,0,0,,,,0,4,2007,WD ,Normal,288000
101,20,RL,129,13880,Pave,,IR2,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,Fa,Y,SBrkr,1380,0,0,1380,0,0,1,1,2,1,TA,7,Min1,1,Gd,Attchd,1951,Fin,2,400,TA,TA,Y,174,24,120,0,228,0,,,,0,6,2007,WD ,Normal,182000
102,160,FV,30,4250,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,680,680,GasA,Ex,Y,SBrkr,740,740,0,1480,0,0,2,1,2,1,Gd,5,Typ,0,,Detchd,2006,Fin,2,625,TA,TA,Y,0,54,0,0,0,0,,,,0,3,2008,WD ,Normal,201000
103,50,RM,58,7420,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,,0,TA,TA,PConc,TA,TA,No,Rec,150,Unf,0,700,850,GasA,TA,Y,SBrkr,910,550,0,1460,1,0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1985,Unf,1,384,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2008,WD ,Family,153000
104,60,RL,75,11090,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,,0,TA,TA,PConc,Gd,TA,No,Rec,500,Unf,0,200,700,GasA,Gd,Y,SBrkr,740,760,0,1500,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,1993,Unf,2,576,TA,TA,Y,22,0,0,0,0,0,,GdWo,,0,3,2010,WD ,Normal,163000
105,20,RL,40,37200,Grvl,,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226,TA,TA,CBlock,TA,TA,Gd,Rec,1240,Unf,0,460,1700,GasA,Gd,Y,SBrkr,1750,0,0,1750,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,1963,RFn,3,995,TA,TA,Y,0,263,0,0,263,0,,,,0,5,2007,WD ,Normal,217000
